Year,1,2,3,4,5,6,7,8,9,10+
1985,917.87278446436,695.189043644012,633.672576835869,347.034919581138,163.823791472305,76.8891256707276,0.226522359183143,0.226522359183143,20.7430303188351,40.6475434750077
1986,3179.56377226986,1501.16339579609,572.420213752582,362.102427370818,252.127266277354,94.7920664641437,51.7908021547868,0.226522359183143,26.0843917349764,63.4880206091926
1987,913.805394275077,2478.474088669,566.251266906704,193.427114163441,173.685764748816,103.497168501891,159.523615166996,43.0934255267115,37.0188270160885,42.2913891307775
1988,9929.27914750947,1425.93630943178,1268.37267224247,357.396576763312,139.047240793724,126.469602535231,99.4881731848181,64.8808809346947,29.370392461411,47.0383924714708
1989,3236.54324646481,9329.23157370044,869.580149330909,826.171857419074,129.154912725125,73.5415714899008,63.1228933860929,23.4578663598591,6.36844754570398,60.8261237345553
1990,3642.1025083635,3311.69241859106,6329.23779347033,462.187091708075,277.814970345469,150.149169058191,48.9477850304114,38.412320347476,24.8833772382153,34.0012315720981
1991,1603.06853928172,4126.09720941335,1738.57548705439,2317.31154222436,131.480242217742,76.1379445679983,37.4168988148173,39.3096870739066,29.8539358559417,63.908530691239
1992,14770.5931858842,2773.14935122997,3171.92224120513,627.875973195678,989.660522233561,16.4453251266737,49.3283701007437,11.7394546980044,7.20660060690144,14.1744692871146
1993,3617.94573113777,7638.62096321179,440.246396716962,1285.16739186792,524.902723447928,924.614129767665,39.3716944048858,59.0348050619282,19.1565488567295,79.783458084848
1994,3247.53219021652,2327.80499977802,5572.15949343364,73.4432887405157,329.115329843657,56.9542357580197,296.423040319579,48.5091509990533,11.4907276420768,87.8437320268724
1995,6482.54967977169,2076.46152877809,1566.27877185535,1726.19039383884,182.674909941332,246.406556772763,72.1891616992196,138.12923595499,23.3401542115897,42.8995811918134
1996,1475.50698755322,2360.52123352559,447.706639436257,414.918013154508,678.631127374826,95.6012957731428,104.274185680993,20.3960971911752,59.1717590309576,29.4582582864597
1997,14394.4884942627,967.988778702433,767.050648520279,188.485654740079,207.456476095891,147.403789129635,22.7026494644034,14.2147166659653,14.1035933547718,18.0556519495837
1998,2062.06141147142,4552.92931601517,187.375621831315,253.144680085671,65.6789742363227,64.186069125328,97.1995456345724,7.82197367773914,15.0080522927088,32.9802134088581
1999,2548.51721751743,1485.27997880901,1890.699886198,56.6089827660809,126.822985690464,23.1630787802259,13.0054837395619,66.2588673612386,10.0425614042801,33.7266614895926
2000,2445.61792577876,790.612475461797,620.48905884733,344.248622388162,59.6383410309312,23.1231516152176,12.4249794587495,2.47185477305158,25.7083068996227,15.7613035062924
2001,2139.82750624038,1339.6235770272,427.425069167367,440.130551899688,223.41611730995,29.2883016601996,3.09172737452401,10.9220659744875,10.242831313298,35.5297081115039
2002,2817.76148316056,549.618061325929,499.081000163424,188.146458742337,86.2266143932639,98.5421006464825,14.9080376153287,14.9509064367016,6.78086111119689,20.590009950781
2003,2393.96458911997,1219.97569224036,332.770539663444,225.127919139331,67.6118312276854,50.7799115090744,54.4553959804616,4.98926384721188,4.95503965912521,9.31349960971768
2004,982.584684524512,806.102273451643,750.564160673891,153.741220416684,134.836183114339,33.1966957282995,16.248395127977,11.7265176501381,0.906089436732574,15.3000706421437
2005,1447.0143664403,777.927438868626,390.879303022749,310.061648909352,61.3238721357992,69.9955360400234,8.68173690332395,13.2409742368355,12.7658071142526,17.2596309019511
2006,3330.93615429422,618.974074355014,215.224506201507,338.000306861682,180.808710904664,45.4251133667702,55.8598281003672,19.40727878733,15.8167448421279,12.7960707388742
2007,1898.55752665981,2447.03162257201,277.09818743159,110.345900489212,125.251441972915,119.706941106874,26.1759976734161,23.7564729394349,12.476100619723,14.9491330593104
2008,2222.35268141012,1059.49370158663,1179.0862609279,206.842939867469,60.4699956789784,64.0916115463893,82.9672107823965,11.5691691524275,22.5249507729952,16.1359272869787
2009,2654.86466948608,991.765435128689,503.223235544197,695.667714623825,89.2495187594308,28.5049644888103,54.4856979806898,44.164374346351,11.9919630787695,29.913124901999
2010,2560.67093894237,1131.02290273696,383.922885274404,207.493436977801,198.536365654935,71.170939695291,17.6333167275096,16.8315590944183,17.8828743522216,26.1968667161859
2011,2478.54929178754,2295.7178831327,592.635103113727,203.85303053823,166.067345541996,161.412916039816,25.0029004453435,12.2956499497779,18.3950864348346,25.7458236489432
2012,1181.10517167407,3277.59028124751,1276.54431436793,299.91194833677,144.834570822225,85.6162217160352,45.7468651129022,17.9983042877842,6.2029700760731,21.6902856426085
2013,1404.77802587704,763.312359704681,1786.48455832218,488.949860256134,147.44935849305,34.2724508930613,37.6170695529309,31.7265329927516,6.5660696964674,21.3963551582876
2014,3347.05259114305,1882.47380757169,427.123573203145,801.788894408954,351.093786879439,81.1227429361725,26.3555146424027,28.6916742457092,18.6838937553817,6.7975766743423
2015,2608.74884602139,2169.37952719894,1178.22462028673,324.483525947581,589.465255093316,195.435027321556,87.1059262327644,21.6260099652641,17.6416654474634,28.0983487988434
2016,1378.56125399043,1739.89886303381,1187.5005805577,603.719868227506,179.835407755785,314.71398773977,89.1765202400924,19.9132426237015,2.41970389832513,29.7208808295893
2017,5733.46288325537,1187.66370248609,1096.35805817634,553.820234212813,234.498161309098,78.2420255594901,104.668586453782,47.7421558138194,2.22007434289818,15.9406474337365
2018,2996.16009685823,1910.30481706926,532.159819209533,524.682032967071,173.982425679313,117.874042407635,39.9044265408197,59.7454539996245,6.50020025141669,5.22257509841311
2019,12669.4266142798,1526.96378222567,1043.13914814224,283.673720717957,211.846842014884,71.4236080760061,59.9907349268875,18.9230290318134,21.9982606489166,9.63588609119152
2020,1634.67509253016,4770.22217783732,968.367717407142,479.718064596079,117.256055606982,114.508902512324,45.5490832267353,20.9916653051946,11.7757237693547,23.6766524824943
2021,2255.55248321565,632.53263437579,1521.26591636092,338.931737252906,181.975600980763,48.3008885065387,36.3981342700408,7.26509595432157,7.07915759812924,22.6737793775662
